STT,Questions,Entities,Grade,Unit,Assign,Check Done,Cypher Query,Query Type,Note,# Single-Single,# Single-Multi,# Multi-Single,# Multi-Multi,label,event_type
1342,"Tháng 1-1959, ở khu vực Mĩ La-tinh diễn ra sự kiện nào sau đây?","Tháng 1-1959 | Mĩ La-tinh
thoi_gian | dia_diem",,,LongLPH,TRUE,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""Tháng 1-1959""
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""khu vực Mĩ La-tinh""
match path=(e)-[*0..1]-(y:Entity)
return path",single - multi,,,,,,3,
1398,Cuộc cách mạng tháng 8 do ai lãnh đạo,"Cuộc cách mạng tháng 8
tran_chien",,,HungTX,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cuộc cách mạng tháng 8""
match (e)-[:doi_tuong_lanh_dao]-(b)
return b",single - single,,,,,,9,
1402,"Đại hội Xô viết toàn Nga lần thứ hai khai mạc tại Điện Xmô-nui (25-10- 1917) đã thông qua quyết định nào sau đây?
","Đại hội Xô viết toàn Nga lần thứ hai |  Điện Xmô-nui | 25-10- 1917
cuoc_hop | dia_diem | thoi_gian",,,QuanPV,FALSE,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""25 - 10 - 1917""
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Điện Xmô-nưi""
match (e)-[:Result|ket_qua]->(e1)
match path=(e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path",single - multi,,,,,,,
1402-1,Đại hội Xô viết toàn Nga lần thứ hai khai mạc tại Điện Xmô-nui (25-10- 1917) đã có kết quả gì?,"Đại hội Xô viết toàn Nga lần thứ hai |  Điện Xmô-nui | 25-10- 1917
cuoc_hop | dia_diem | thoi_gian",,,QuanPV,TRUE,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Đại hội Xô viết toàn Nga lần thứ hai""
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name = ""Điện Xmô-nui""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(c) where c.name = ""25-10- 1917""
match (e)-[:Result|ket_qua]->(e1)
match path=(e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path",multi - multi,,,,,,1,
1403,Cách mạng tháng Mười Nga năm 1917 đã đem lại ý nghĩa gì?,"Cách mạng tháng Mười Nga | năm 1917
tran_chien | thoi_gian",,,QuanPV,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng tháng Mười Nga""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""năm 1917""
match (e)-[:y_nghia]-(c)
return c",single - single,,,,,,1,
1429,"Theo Hiến pháp năm 1889, chế độ nào dưới đây được thiết lập ở Nhật Bản?
","Hiến pháp | năm 1889 | Nhật Bản
hiep_dinh | thoi_gian | dia_diem",,,QuanPV,FALSE,"match (e:Event)-[:ban_hanh]-(a) where a.name = ""Hiến pháp""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""năm 1889""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""Nhật Bản""
match (e)-[:y_nghia]-(d)
return d",single - single,,,,,,1,
1448,Vì sao phải thành lập liên bang cộng hòa xã hội chủ nghĩa xô viết,"liên bang cộng hòa xã hội chủ nghĩa xô viết
to_chuc",,,QuanPV,TRUE,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""liên bang cộng hòa xã hội chủ nghĩa xô viết""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path",multi - multi,,,,,,1,
1450,những nước đầu tiên gia nhập Liên bang cộng hòa xã hội chủ nghĩa xô viết,"Liên bang cộng hòa xã hội chủ nghĩa xô viết
to_chuc",,,QuanPV,FALSE,"match (e:Event)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Liên bang cộng hòa xã hội chủ nghĩa xô viết""
match (e)-[:thanh_lap_boi]-(b)
return b",single - single,,,,,,3,
1459,Đâu không phải là ý nghĩa của Cách mạng tháng Mười Nga 1917?,"Cách mạng tháng Mười Nga 1917
tran_chien",,,QuanPV,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng tháng Mười Nga 1917""
match (e)-[:y_nghia]-(b)
return b",single - single,,,,,,12,
1462,"Theo quyết định của Hội nghị Ianta (2/1945), khu vực nào dưới đây thuộc phạm vi ảnh hưởng của Liên Xô?","Hội nghị Ianta | 2/1945 | Liên Xô
cuoc_hop | thoi_gian | dia_diem",,,LongLPH,FALSE,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Hội nghị Ianta""
match (e)-(dien_ra_vao)-(b) where b.name = ""2/1945""
match (e)-[:mo_ta]-(c) where c.name =  ""Liên Xô""
return c",single - single,,,,,,,
1470,4 hiệp ước nước ta kí,"nước ta
dia_diem",,,HungTX,TRUE,"match (e:KiKet)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(a) where a.name = ""nước ta""
match path=(e)-[*0..1]-(y:Entity)
return path",single - multi,,,,,,1,
1482,Tháng 8/1961 Mĩ thành lập tổ chức “Liên minh vì tiến bộ” để làm gì?,"Tháng 8/1961 | Mĩ | Liên minh vì tiến bộ
thoi_gian | dia_diem | to_chuc",,,HungTX,TRUE,"match (e:ThanhLap)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""Tháng 8/1961""
match (e)-[:thanh_lap_boi]-(b) where b.name = ""Mĩ""
match (e)-[:doi_tuong_duoc_thanh_lap]-(c) where c.name = ""Liên minh vì tiến bộ""
match (e)-[:muc_tieu]-(d) 
return d",single - single,,,,,,1,
1488,Một trong những nội dung quan trọng của Hội nghị Ianta là gì,"Hội nghị Ianta
cuoc_hop",,,LongLPH,TRUE,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Hội nghị Ianta""
match (e)-[:mo_ta]-(b)
return b",single - single,,,,,,3,
1525,Chiến tranh thế giới thứ nhất (1914 – 1918) đã để lại hậu quả gì?,"Chiến tranh thế giới thứ nhất | 1914 | 1918
tran_chien | thoi_gian | thoi_gian",,,QuanPV,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Chiến tranh thế giới thứ nhất""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau]-(b) where b.name = ""1914""
match (e)-[:dien_ra_vao|thoi_gian_ket_thuc]-(c) where b.name = ""1918""
match (e)-[:Result|ket_qua]->(e1)
match path=(e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path",multi - multi,,,,,,5,
1531,chiến tranh thế giới thứ hai diễn ra vào ngày nào,"chiến tranh thế giới thứ hai
tran_chien",,,LongLPH,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""chiến tranh thế giới thứ hai""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b",single - single,,,,,,15,
1588,"Liên bang Cộng hoà xã hội chủ nghĩa Xô viết được thành lập vào thời gian nào?
","Liên bang Cộng hoà xã hội chủ nghĩa Xô viết
to_chuc",,,QuanPV,TRUE,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Liên bang Cộng hoà xã hội chủ nghĩa Xô viết""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b",single - single,,,,,,24,
1592,Cộng hòa Dân chủ Đức ra đời vào năm nào?,"Cộng hòa Dân chủ Đức
to_chuc",,,LongLPH,TRUE,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Cộng hòa Dân chủ Đức""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b",single - single,,,,,,24,
1641,Lãnh đạo phong trào Cần Vương ở giai đoạn 2 (1888-1896) là,"phong trào Cần Vương ở giai đoạn 2 | 1888 | 1896
tran_chien | thoi_gian | thoi_gian",,,LongLPH,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name=""phong trào Cần Vương ở giai đoạn 2""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau]-(b) where b.name = ""1888""
match (e)-[:dien_ra_vao|thoi_gian_ket_thuc]-(c) where c.name = ""1896""
match (e)-[:doi_tuong_lanh_dao]-(d)
return d",single - single,,,,,,1,
1643,"Đầu năm 1929 tổ chức Hội Việt Nam cách mạng Thanh niên phân hóa thành hai tổ chức cộng sản đó là
","1929 |  Hội Việt Nam cách mạng Thanh niên
thoi_gian | to_chuc",,,HungTX,FALSE,"match (e:ThanhLap)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""1929""
match (e)-[:thanh_lap_boi]-(b) where b.name=""Hội Việt Nam cách mạng Thanh niên""
match (e)-[:doi_tuong_duoc_thanh_lap]-(c)
return c",single - multi,,,,,,,
1649,"Nội dung nào sau đây không phải là quyết định quan trọng của Hội nghị Ianta ( 2-1945)?
","Hội nghị Ianta ( 2-1945)
cuoc_hop | thoi_gian",,,LongLPH,FALSE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Hội nghị Ianta ( 2-1945)""
match (e)-[:mo_ta]-(c)
return c",single - single,,,,,,,
1673,"Hiến chương Liên hợp quốc được thông qua tại Hội nghị nào ?
","Hiến chương Liên hợp quốc
chinh_sach",,,LongLPH,TRUE,"match (e:DienRaCuocHop)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:ban_hanh]-(a) where a.name=""Hiến chương Liên hợp quốc""
match (e)-[:ten_goi]-(b)
return b",multi - single,,,,,,1,
1679,làm rõ ý nghĩa của Cách mạng tháng Mười Nga năm 1917 đối với phong trào giải phóng dân tộc trên thế giới và cách mạng Việt Nam,"Cách mạng tháng Mười Nga | 1917 | phong trào giải phóng dân tộc trên thế giới | cách mạng Việt Nam
tran_chien | thoi_gian | tran_chien | tran_chien",,,QuanPV,FALSE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cách mạng tháng Mười Nga""
match (e)-[:y_nghia]-(b)
return b",,"Cypher Query | Entity: 1917
Cypher Query | Entity: phong trào giải phóng dân tộc trên thế giới
Cypher Query | Entity: cách mạng Việt Nam
",,,,,,
1782,thế chiến thế giới thứ 2 diễn ra vào ngày tháng năm nào,"thế chiến thế giới thứ 2
tran_chien",,,LongLPH,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""thế chiến thế giới thứ 2"" 
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b",single - single,,,,,,15,
1786,CÁCH MẠNG THÁNG Hai NGA,"CÁCH MẠNG THÁNG Hai NGA
tran_chien",,,QuanPV,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""CÁCH MẠNG THÁNG Hai NGA""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path",multi - multi,,,,,,8,
1790,"Nguyên thủ những nước nào sau đây tham dự Hội nghị Ianta (2/1945)?
","Hội nghị Ianta | 2/1945
cuoc_hop | thoi_gian",,,LongLPH,TRUE,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Hội nghị Ianta""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""2/1945""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c)
return c",single - single,,,,,,3,
1792,"Đại hội Xô viết toàn Nga lần Thứ hai, khai mạc đêm 25/10/1917 đã","Đại hội Xô viết toàn Nga lần Thứ hai | đêm 25/10/1917
cuoc_hop | thoi_gian",,,QuanPV,TRUE,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Đại hội Xô viết toàn Nga lần Thứ hai""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""đêm 25/10/1917""
match (e)-[:Result|ket_qua]->(e1)
match path=(e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path",multi - multi,,,,,,2,
1805,BỐI CẢNH LỊCH SỬ CỦA CÁCH MẠNG THÁNG Hai NGA,"CÁCH MẠNG THÁNG Hai NGA
tran_chien",,,QuanPV,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""CÁCH MẠNG THÁNG Hai NGA""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(b) where (b)<-[:Causal*0..]-() and (b)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path",multi - multi,,,,,,6,
1892,"Năm 1920, quốc gia nào sau đây ở khu vực Đông Nam Á thành lập Đảng Cộng sản? ","Năm 1920 | Đông Nam Á | Đảng Cộng sản
thoi_gian | dia_diem | to_chuc",,,QuanPV,FALSE,"match (e:ThanhLap)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name=""Năm 1920""
match (e)-[:(dien_ra_o|thuoc)*]-(b) where b.name=""Đông Nam Á""
match (e)-[:doi_tuong_duoc_thanh_lap]-(c) where c.name=""Đảng Cộng sản""
return b",single - single,,,,,,1,
1893,"Năm 1945, quốc gia nào sau đây ở khu vực Đông Nam Á tuyên bố độc lập sớm nhất?
","1945 |  Đông Nam Á
thoi_gian | dia_diem",,,LongLPH,FALSE,"match (a)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(e:TuyenBoDocLap)-[:doi_tuong_tuyen_bo]-(b)
where a.name = ""1945""
return b",,,,,,,,
1895,"Từ thế kỉ XVI đến thế kỉ XIX, nhân dân In-đô-nê-xi-a nổi dậy đấu tranh chống lại ách cai trị của thực dân nào sau đây?","thế kỉ XVI | thế kỉ XIX | In-đô-nê-xi-a
thoi_gian | thoi_gian | dia_diem",,,QuanPV,TRUE,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau]-(a) where a.name = ""thế kỉ XVI""
match (e)-[:dien_ra_vao|thoi_gian_ket_thuc]-(b) where b.name = ""thế kỉ XIX""
match (e)-[:(dien_ra_o|thuoc)*]-(c) where c.name = ""In-đô-nê-xi-a""
match (e)-[:doi_tuong_bi_tan_cong]-(c)
return c",single - single,,,,,,1,
1896,"Trong những năm cuối thế kỉ XIX - đầu thế kỉ XX, nhân dân Lào nổi dậy đấu tranh chống lại ách cai trị của thực dân nào?","những năm cuối thế kỉ XIX | đầu thế kỉ XX | Lào
thoi_gian | thoi_gian | dia_diem",,,QuanPV,TRUE,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau]-(a) where a.name = ""những năm cuối thế kỉ XIX""
match (e)-[:dien_ra_vao|thoi_gian_ket_thuc]-(b) where b.name = ""đầu thế kỉ XX""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""Lào""
match (e)-[:doi_tuong_bi_tan_cong]-(d)
return d",single - single,,,,,,5,
1897,"Trong những năm cuối thế kỉ XIX - đầu thế kỉ XX, nhân dân Cam-pu-chia nổi dậy đấu tranh chống lại ách cai trị của thực dân ","những năm cuối thế kỉ XIX | đầu thế kỉ XX | Cam-pu-chia
thoi_gian | thoi_gian | dia_diem",,,QuanPV,TRUE,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau]-(a) where a.name = ""những năm cuối thế kỉ XIX""
match (e)-[:dien_ra_vao|thoi_gian_ket_thuc]-(b) where b.name = ""đầu thế kỉ XX""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""Cam-pu-chia""
match (e)-[:doi_tuong_bi_tan_cong]-(d)
return d",single - single,,,,,,5,
1949,"Hội nghị Ianta (1945) có sự tham gia của các nước nào?
","Hội nghị Ianta | 1945
cuoc_hop | thoi_gian",,,NgocLD,TRUE,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Hội nghị Ianta""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""1945""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c)
return c",single - single,,,,,,3,
1954,Diễn biến cuộc kháng chiến chống quân Tống do Lý Thường Kiệt chỉ huy,"quân Tống | Lý Thường Kiệt
quan_doi| nhan_vat",,,NgocLD,TRUE,"match (e:Event)-[:doi_tuong_bi_tan_cong]-(a) where a.name=""quân Tống""
match (e)-[:doi_tuong_lanh_dao]-(b) where b.name=""Lý Thường Kiệt""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path",multi - multi,,,,,,1,
2002,"Cuối thế kỉ XVI, Phi-líp-pin chính thức bị thực dân nào xâm lược và thông tri?","Cuối thế kỉ XVI | Phi-líp-pin
thoi_gian | dia_diem",,,QuanPV,TRUE,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""Cuối thế kỉ XVI""
match (e)-[:doi_tuong_bi_chiem]-(b) where b.name = ""Phi-líp-pin""
match (e)-[:doi_tuong_xam_chiem|doi_tuong_chiem]-(c)
return c",single - single,,,,,,6,
2003,"Cuối thế kỉ XVI, thực dân Hà Lan tiến hành xâm lược quốc gia nào sau

day?","Cuối thế kỉ XVI | thực dân Hà Lan
thoi_gian | to_chuc",,,QuanPV,TRUE,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""Cuối thế kỉ XVI""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where b.name = ""thực dân Hà Lan""
match (e)-[:doi_tuong_bi_tan_cong]-(c)
return c",single - single,,,,,,5,
2006,"Trải qua hơn 60 năm (1824-1885), thực dân Anh chiếm được","1824 | 1885 | thực dân Anh
thoi_gian | thoi_gian | to_chuc",,,QuanPV,TRUE,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau]-(a) where a.name = ""1824""
match (e)-[:dien_ra_vao|thoi_gian_ket_thuc]-(b) where b.name = ""1885"" 
match (e)-[:doi_tuong_xam_chiem|doi_tuong_chiem|doi_tuong_chiem]-(c) where c.name = ""thực dân Anh""
match (e)-[:doi_tuong_bi_chiem]-(d)
return d",single - single,,,,,,1,
2069,Cuộc khởi nghĩa Hương Khê do ai lãnh đạo?,"Cuộc khởi nghĩa Hương Khê
tran_chien",,,LongLPH,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Cuộc khởi nghĩa Hương Khê""
match (e)-[:doi_tuong_lanh_dao]-(b) 
return b",single - single,,,,,,1,
2126,Nêu quá trình hình thành của chính quyền xô viết,"chính quyền xô viết
to_chuc",,,QuanPV,TRUE,"match (e:Event)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""chính quyền xô viết""
match path=(e)-[*0..1]-(y:Entity)
return path",multi - multi,,,,,,2,
2169,Một trong những quyết định của Hội nghị Ianta (2/1945) là gì,"Hội nghị Ianta | 2/1945
cuoc_hop | thoi_gian",,,,TRUE,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Hội nghị Ianta""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""2/1945""
match (e)-[:mo_ta]-(c)
return c",single - single,,,,,,1,
2174,em hãy giới thiệu về chiến thắng Ấp Bắc,"chiến thắng Ấp Bắc
tran_chien",,,,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""chiến thắng Ấp Bắc""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path",multi - multi,,,,,,8,
2184,Hội nghị Ianta (2/1945) đã họp ở đâu?,"Hội nghị Ianta | 2/1945
cuoc_hop | thoi_gian",,,,TRUE,"match (e:DienRaCuocHop)-[:ten_goi]-(a) where a.name = ""Hội nghị Ianta""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""2/1945""
match (e)-[:(dien_ra_o|thuoc)*]-(c)
return c",single - single,,,,,,1,
2278,Trình bày quá trình hình thành liên bang cộng hòa xã hội chủ nghĩa Xô Viết,"liên bang cộng hòa xã hội chủ nghĩa Xô Viết
to_chuc",,,QuanPV,TRUE,"match (e:Event)-[:NextEvent|Result|Causal]-(e1) where (e)-[:NextEvent|Result]->(e1) or (e)<-[:Causal]-(e1)
match (e1)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name=""liên bang cộng hòa xã hội chủ nghĩa Xô Viết""
match path=(e)-[*0..1]-(y:Entity)
return path",multi - multi,,,,,,2,
2294,DIỄN BIẾN CHIẾN TRANH THẾ GIỚI THỨ NHẤT,"CHIẾN TRANH THẾ GIỚI THỨ NHẤT
tran_chien",,,QuanPV,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""CHIẾN TRANH THẾ GIỚI THỨ NHẤT""
match (e)-[:SubEvent|mo_ta]->(e1)
match path=(e1)-[:(NextEvent|Causal|Result|SubEvent)*]-()
with nodes(path) as l
match path = (x)-[*0..1]-(y:Entity) where x in l
return path",multi - multi,,,,,,8,
2524,Đông Dương Cộng sản Đảng được thành lập (6/1929) đã,"Đông Dương Cộng sản Đảng | 6/1929
to_chuc | thoi_gian",,,,TRUE,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Đông Dương Cộng sản Đảng""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""6/1929""
match (e)-[:y_nghia]-(c)
return c",single - single,,,,,,1,
2551,Chiến thắng Vạn Tường (1963) đã mở ra cao trào,"Chiến thắng Vạn Tường | 1963
tran_chien | thoi_gian",,,,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""Chiến thắng Vạn Tường""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""1963""
match (e)-[:y_nghia]-(c)
return c",single - single,,,,,,5,
2584,Thời gian diễn ra phong trào xô viết nghệ tĩnh,"phong trào xô viết nghệ tĩnh
tran_chien",,,,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name = ""phong trào xô viết nghệ tĩnh""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b)
return b",single - single,,,,,,15,
2651,Người đứng đầu trong phái chủ chiến của triều đình Huế là ai?,"phái chủ chiến | triều đình Huế
to_chuc | to_chuc",,,QuanPV,FALSE,"match (e:Event)-[:doi_tuong_khoi_xuong]-(a) where a.name = ""phái chủ chiến""
match (e)-[:doi_tuong_lanh_dao]-(b)
return b",,,,,,,,
2675,Một trong bốn nước Cộng hòa Xô viết khi mới thành lập (1922),"Cộng hòa Xô viết | 1922
to_chuc | thoi_gian",,,QuanPV,FALSE,"match (e:ThanhLap)-[:doi_tuong_duoc_thanh_lap]-(a) where a.name = ""Cộng hòa Xô viết""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""1922""
match (e)-[:thanh_lap_boi]-(c)
return c",single - single,,,,,,,
2729,Nguyên cớ trực tiếp nào dẫn tới bùng nổ Chiến tranh thế giới thứ nhất (1914 – 1918)?,"Chiến tranh thế giới thứ nhất | 1914 | 1918
tran_chien | thoi_gian | thoi_gian",,,QuanPV,TRUE,"match (e:Event)-[:ten_goi]-(a) where a.name=""Chiến tranh thế giới thứ nhất""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|-(b) where b.name = ""1914""
match (e)-[:dien_ra_vao|thoi_gian_ket_thuc]-(c) where c.name = ""1918""
match (e)-[:Causal|nguyen_nhan|boi_canh]->(e1)
match path=(e1)-[:(Causal|NextEvent)*0..]-(d) where (d)<-[:Causal*0..]-() and (d)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path",multi - multi,,,,,,2,
2732,Điểm nổi bật của tình hình Mĩ Latinh ở đầu thế kỉ XX là :,"Mĩ Latinh | đầu thế kỉ XX
thoi_gian | dia_diem",,,QuanPV,FALSE,"match (e:Event)-[:(dien_ra_o|thuoc)*]-(a) where a.name = ""Mĩ Latinh""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(b) where b.name = ""đầu thế kỉ XIX""
match (e)-[:Result|ket_qua]->(e1)
match path=(e1)-[:NextEvent*0..]->()
with nodes(path) as l
match path=(x)-[*0..1]-(y:Entity) where x in l
return path",single - single,,,,,,,
2735,"Từ những thập niên đầu của thế kỉ XX, các nước Mĩ Latinh rơi vào vòng lệ thuộc của quốc gia nào?","những thập niên đầu của thế kỉ XX | Mĩ Latinh
thoi_gian | dia_diem",,,QuanPV,TRUE,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""những thập niên đầu của thế kỉ XX""
match (e)-[:doi_tuong_bi_chiem]-(b) where b.name = ""Mĩ Latinh""
match (e)-[:doi_tuong_xam_chiem|doi_tuong_chiem]-(c)
return c",single - single,,,,,,6,
2743,"Hội nghị cấp cao của ba cường quốc Liên Xô, Mĩ, Anh từ ngày 4 đến ngày 11-2-1945 được tổ chức tại đâu?","Liên Xô | Mĩ | Anh | ngày 4 | ngày 11-2-1945
dia_diem | dia_diem | dia_diem | thoi_gian | thoi_gian",,,LongLPH,TRUE,"match (e:DienRaCuocHop)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(a) where a.name = ""Liên Xô""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(b) where a.name = ""Mĩ""
match (e)-[:doi_tuong_tham_gia|doi_tuong_tan_cong]-(c) where c.name = ""Anh""
match (e)-[:dien_ra_vao|thoi_gian_bat_dau]-(d) where d.name = ""ngày 4""
match (e)-[:dien_ra_vao|thoi_gian_ket_thuc]-(f) where f.name = ""ngày 11-2-1945""
match (e)-[:(dien_ra_o|thuoc)*]-(g)
return g",single - single,,,,,,1,
2750,"Để khôi phục kinh tế sau chiến tranh, 3-1921 Lê-nin và Đảng Bônsêvích đã thực hiện chính sách nào?","3-1921 | Lê-nin | Đảng Bônsêvích
thoi_gian | nhan_vat | to_chuc",,,QuanPV,TRUE,"match (e:Event)-[:dien_ra_vao|thoi_gian_bat_dau|thoi_gian_ket_thuc]-(a) where a.name = ""3-1921""
match (e)-[:doi_tuong_thuc_hien]-(b) where b.name = ""Lê-nin""
match (e)-[:doi_tuong_thuc_hien]-(c) where c.name = ""Đảng Bônsêvích""
match (e)-[:ten_goi]-(d)
return d",single - single,,,,,,1,
